kind,target,status,final_url,sources,note
internal,/,200,https://web-gamma-snowy-38.vercel.app/,/seed,
internal,/ai-native-vs-non-ai-native-comparison.html,200,https://web-gamma-snowy-38.vercel.app/ai-native-vs-non-ai-native-comparison.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/ai-solutioning-index.html,200,https://web-gamma-snowy-38.vercel.app/ai-solutioning-index.html,/ai-native-vs-non-ai-native-comparison.html;/ai-solutioning-journey.html;/ai-solutioning-metrics.html;/ai-solutioning-whitepaper.html;/architecture-evolution-timeline.html;/blog-post-ai-solutioning.html;/executive-summary.html;/java-rebuild-deep-dive.html;/origin-story.html;/performance-benchmarking.html;/platform-architecture.html;/sales-narrative.html;/shared-nav.html;/sitemap.xml;/spec-driven-development-analysis.html;/traditional-vs-ai-solutioning-comparison.html,
internal,/ai-solutioning-journey.html,200,https://web-gamma-snowy-38.vercel.app/ai-solutioning-journey.html,/ai-solutioning-index.html;/executive-summary.html;/shared-nav.html;/sitemap.xml,
internal,/ai-solutioning-metrics.html,200,https://web-gamma-snowy-38.vercel.app/ai-solutioning-metrics.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/ai-solutioning-whitepaper.html,200,https://web-gamma-snowy-38.vercel.app/ai-solutioning-whitepaper.html,/ai-solutioning-index.html;/ai-solutioning-whitepaper.html;/sitemap.xml,
internal,/architecture-evolution-timeline.html,200,https://web-gamma-snowy-38.vercel.app/architecture-evolution-timeline.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/assets/race-track-fhir/comparison-3-views.svg,200,https://web-gamma-snowy-38.vercel.app/assets/race-track-fhir/comparison-3-views.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/legend.svg,200,https://web-gamma-snowy-38.vercel.app/assets/race-track-fhir/legend.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/view-mixed.svg,200,https://web-gamma-snowy-38.vercel.app/assets/race-track-fhir/view-mixed.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/view-non-technical.svg,200,https://web-gamma-snowy-38.vercel.app/assets/race-track-fhir/view-non-technical.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/view-technical.svg,200,https://web-gamma-snowy-38.vercel.app/assets/race-track-fhir/view-technical.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/blog-post-ai-solutioning.html,200,https://web-gamma-snowy-38.vercel.app/blog-post-ai-solutioning.html,/ai-solutioning-index.html;/blog-post-ai-solutioning.html;/sitemap.xml,
internal,/cms-vision.html,200,https://web-gamma-snowy-38.vercel.app/cms-vision.html,/platform-architecture.html;/shared-nav.html;/sitemap.xml,
internal,/evidence/one-patient-n-measures-20260222T132409Z.json,200,https://web-gamma-snowy-38.vercel.app/evidence/one-patient-n-measures-20260222T132409Z.json,/race-track-fhir-evidence.html,
internal,/evidence/one-patient-n-measures-20260222T132409Z.md,200,https://web-gamma-snowy-38.vercel.app/evidence/one-patient-n-measures-20260222T132409Z.md,/race-track-fhir-evidence.html,
internal,/evidence/one-patient-n-measures-20260222T132434Z.json,200,https://web-gamma-snowy-38.vercel.app/evidence/one-patient-n-measures-20260222T132434Z.json,/race-track-fhir-evidence.html,
internal,/evidence/one-patient-n-measures-20260222T132434Z.md,200,https://web-gamma-snowy-38.vercel.app/evidence/one-patient-n-measures-20260222T132434Z.md,/race-track-fhir-evidence.html,
internal,/evidence/one-patient-n-measures-20260222T134802Z.json,200,https://web-gamma-snowy-38.vercel.app/evidence/one-patient-n-measures-20260222T134802Z.json,/race-track-fhir-evidence.html,
internal,/evidence/one-patient-n-measures-20260222T134802Z.md,200,https://web-gamma-snowy-38.vercel.app/evidence/one-patient-n-measures-20260222T134802Z.md,/race-track-fhir-evidence.html,
internal,/evidence/validation-summary-20260222T134802Z.md,200,https://web-gamma-snowy-38.vercel.app/evidence/validation-summary-20260222T134802Z.md,/race-track-fhir-evidence.html,
internal,/evidence/web-performance-20260222T134504Z.csv,200,https://web-gamma-snowy-38.vercel.app/evidence/web-performance-20260222T134504Z.csv,/race-track-fhir-evidence.html,
internal,/evidence/web-validation-20260222T134504Z.md,200,https://web-gamma-snowy-38.vercel.app/evidence/web-validation-20260222T134504Z.md,/race-track-fhir-evidence.html,
internal,/evidence/web-vitals-20260222T134504Z.csv,200,https://web-gamma-snowy-38.vercel.app/evidence/web-vitals-20260222T134504Z.csv,/race-track-fhir-evidence.html,
internal,/executive-summary.html,200,https://web-gamma-snowy-38.vercel.app/executive-summary.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/java-rebuild-deep-dive.html,200,https://web-gamma-snowy-38.vercel.app/java-rebuild-deep-dive.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/kill-tony-vision-deck.html,404,https://web-gamma-snowy-38.vercel.app/kill-tony-vision-deck.html,/cms-vision.html,Not Found
internal,/origin-story.html,200,https://web-gamma-snowy-38.vercel.app/origin-story.html,/ai-solutioning-index.html;/origin-story.html;/sitemap.xml,
internal,/performance-benchmarking.html,200,https://web-gamma-snowy-38.vercel.app/performance-benchmarking.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/platform-architecture.html,200,https://web-gamma-snowy-38.vercel.app/platform-architecture.html,/shared-nav.html;/sitemap.xml,
internal,/race-track-fhir-evidence.html,200,https://web-gamma-snowy-38.vercel.app/race-track-fhir-evidence.html,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html;/sitemap.xml,
internal,/race-track-fhir-pipeline,200,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline,/ai-solutioning-index.html;/platform-architecture.html;/shared-nav.html;/sitemap.xml,
internal,/race-track-fhir-pipeline-print.html,200,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline-print.html,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html;/sitemap.xml,
internal,/race-track-fhir-pipeline?ab=a,200,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=a,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/race-track-fhir-pipeline?ab=b,200,https://web-gamma-snowy-38.vercel.app/race-track-fhir-pipeline?ab=b,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/sales-narrative.html,200,https://web-gamma-snowy-38.vercel.app/sales-narrative.html,/ai-solutioning-index.html;/sales-narrative.html;/sitemap.xml,
internal,/sitemap.xml,200,https://web-gamma-snowy-38.vercel.app/sitemap.xml,/seed,
internal,/spec-driven-development-analysis.html,200,https://web-gamma-snowy-38.vercel.app/spec-driven-development-analysis.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/speech-final.html,404,https://web-gamma-snowy-38.vercel.app/speech-final.html,/cms-vision.html,Not Found
internal,/traditional-vs-ai-solutioning-comparison.html,200,https://web-gamma-snowy-38.vercel.app/traditional-vs-ai-solutioning-comparison.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
