kind,target,status,final_url,sources,note
internal,/,200,http://localhost:4174/,/seed,
internal,/ai-native-vs-non-ai-native-comparison.html,200,http://localhost:4174/ai-native-vs-non-ai-native-comparison.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/ai-solutioning-index.html,200,http://localhost:4174/ai-solutioning-index.html,/ai-native-vs-non-ai-native-comparison.html;/ai-solutioning-journey.html;/ai-solutioning-metrics.html;/ai-solutioning-whitepaper.html;/architecture-evolution-timeline.html;/blog-post-ai-solutioning.html;/executive-summary.html;/java-rebuild-deep-dive.html;/origin-story.html;/performance-benchmarking.html;/platform-architecture.html;/sales-narrative.html;/shared-nav.html;/sitemap.xml;/spec-driven-development-analysis.html;/traditional-vs-ai-solutioning-comparison.html,
internal,/ai-solutioning-journey.html,200,http://localhost:4174/ai-solutioning-journey.html,/ai-solutioning-index.html;/executive-summary.html;/shared-nav.html;/sitemap.xml,
internal,/ai-solutioning-metrics.html,200,http://localhost:4174/ai-solutioning-metrics.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/ai-solutioning-whitepaper.html,200,http://localhost:4174/ai-solutioning-whitepaper.html,/ai-solutioning-index.html;/sitemap.xml,
internal,/architecture-evolution-timeline.html,200,http://localhost:4174/architecture-evolution-timeline.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,
internal,/assets/race-track-fhir/comparison-3-views.svg,200,http://localhost:4174/assets/race-track-fhir/comparison-3-views.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/legend.svg,200,http://localhost:4174/assets/race-track-fhir/legend.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/view-mixed.svg,200,http://localhost:4174/assets/race-track-fhir/view-mixed.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/view-non-technical.svg,200,http://localhost:4174/assets/race-track-fhir/view-non-technical.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/assets/race-track-fhir/view-technical.svg,200,http://localhost:4174/assets/race-track-fhir/view-technical.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
internal,/blog-post-ai-solutioning.html,200,http://localhost:4174/blog-post-ai-solutioning.html,/ai-solutioning-index.html;/sitemap.xml,
internal,/cms-vision.html,200,http://localhost:4174/cms-vision.html,/kill-tony-vision-deck.html;/platform-architecture.html;/shared-nav.html;/sitemap.xml;/speech-final.html;/validation-report.html,
internal,/evidence/one-patient-n-measures-20260222T194523Z.json,200,http://localhost:4174/evidence/one-patient-n-measures-20260222T194523Z.json,/race-track-fhir-evidence.html,
