kind,target,status,final_url,sources,note
internal,/,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/,/seed,Unauthorized
internal,/ai-native-vs-non-ai-native-comparison.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/ai-native-vs-non-ai-native-comparison.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/ai-solutioning-index.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/ai-solutioning-index.html,/ai-native-vs-non-ai-native-comparison.html;/ai-solutioning-journey.html;/ai-solutioning-metrics.html;/ai-solutioning-whitepaper.html;/architecture-evolution-timeline.html;/blog-post-ai-solutioning.html;/executive-summary.html;/java-rebuild-deep-dive.html;/origin-story.html;/performance-benchmarking.html;/platform-architecture.html;/sales-narrative.html;/shared-nav.html;/sitemap.xml;/spec-driven-development-analysis.html;/traditional-vs-ai-solutioning-comparison.html,Unauthorized
internal,/ai-solutioning-journey.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/ai-solutioning-journey.html,/ai-solutioning-index.html;/executive-summary.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/ai-solutioning-metrics.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/ai-solutioning-metrics.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/ai-solutioning-whitepaper.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/ai-solutioning-whitepaper.html,/ai-solutioning-index.html;/sitemap.xml,Unauthorized
internal,/architecture-evolution-timeline.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/architecture-evolution-timeline.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/assets/blog/system-coming-together/01-results-with-shell.jpg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/blog/system-coming-together/01-results-with-shell.jpg,/build-story-evidence.html,Unauthorized
internal,/assets/blog/system-coming-together/02-care-gaps-with-shell.jpg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/blog/system-coming-together/02-care-gaps-with-shell.jpg,/build-story-evidence.html,Unauthorized
internal,/assets/blog/system-coming-together/03-dashboard-with-shell.jpg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/blog/system-coming-together/03-dashboard-with-shell.jpg,/build-story-evidence.html,Unauthorized
internal,/assets/blog/system-coming-together/04-results-detail-with-shell.jpg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/blog/system-coming-together/04-results-detail-with-shell.jpg,/build-story-evidence.html,Unauthorized
internal,/assets/blog/system-coming-together/05-care-gaps-detail-with-shell.jpg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/blog/system-coming-together/05-care-gaps-detail-with-shell.jpg,/build-story-evidence.html,Unauthorized
internal,/assets/blog/system-coming-together/06-care-gaps-live-with-shell.jpg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/blog/system-coming-together/06-care-gaps-live-with-shell.jpg,/build-story-evidence.html,Unauthorized
internal,/assets/race-track-fhir/comparison-3-views.svg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/race-track-fhir/comparison-3-views.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,Unauthorized
internal,/assets/race-track-fhir/legend.svg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/race-track-fhir/legend.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,Unauthorized
internal,/assets/race-track-fhir/view-mixed.svg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/race-track-fhir/view-mixed.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,Unauthorized
internal,/assets/race-track-fhir/view-non-technical.svg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/race-track-fhir/view-non-technical.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,Unauthorized
internal,/assets/race-track-fhir/view-technical.svg,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/assets/race-track-fhir/view-technical.svg,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,Unauthorized
internal,/blog-post-ai-solutioning.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/blog-post-ai-solutioning.html,/ai-solutioning-index.html;/build-story-evidence.html;/sitemap.xml,Unauthorized
internal,/build-story-evidence.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/build-story-evidence.html,/ai-solutioning-index.html;/blog-post-ai-solutioning.html;/sitemap.xml,Unauthorized
internal,/cms-vision.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/cms-vision.html,/kill-tony-vision-deck.html;/platform-architecture.html;/shared-nav.html;/sitemap.xml;/speech-final.html;/validation-report.html,Unauthorized
internal,/evidence/one-patient-n-measures-20260223T005159Z.json,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/one-patient-n-measures-20260223T005159Z.json,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/one-patient-n-measures-20260223T005159Z.md,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/one-patient-n-measures-20260223T005159Z.md,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/one-patient-n-measures-20260223T005554Z.json,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/one-patient-n-measures-20260223T005554Z.json,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/one-patient-n-measures-20260223T005554Z.md,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/one-patient-n-measures-20260223T005554Z.md,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/one-patient-n-measures-20260223T005557Z.json,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/one-patient-n-measures-20260223T005557Z.json,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/one-patient-n-measures-20260223T005557Z.md,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/one-patient-n-measures-20260223T005557Z.md,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/portal-link-audit-localhost-4174-20260223T005837Z.csv,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/portal-link-audit-localhost-4174-20260223T005837Z.csv,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/portal-link-audit-localhost-4174-20260223T005837Z.md,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/portal-link-audit-localhost-4174-20260223T005837Z.md,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/portal-link-audit-web-gamma-snowy-38-vercel-app-20260224T225355Z.md,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/portal-link-audit-web-gamma-snowy-38-vercel-app-20260224T225355Z.md,/build-story-evidence.html,Unauthorized
internal,/evidence/validation-summary-20260223T005654Z.md,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/validation-summary-20260223T005654Z.md,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/web-performance-20260223T005654Z.csv,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/web-performance-20260223T005654Z.csv,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/web-validation-20260223T005654Z.md,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/web-validation-20260223T005654Z.md,/race-track-fhir-evidence.html,Unauthorized
internal,/evidence/web-vitals-20260223T005654Z.csv,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/evidence/web-vitals-20260223T005654Z.csv,/race-track-fhir-evidence.html,Unauthorized
internal,/executive-summary.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/executive-summary.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/java-rebuild-deep-dive.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/java-rebuild-deep-dive.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/kill-tony-vision-deck.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/kill-tony-vision-deck.html,/ai-solutioning-index.html;/cms-vision.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/origin-story.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/origin-story.html,/ai-solutioning-index.html;/sitemap.xml,Unauthorized
internal,/performance-benchmarking.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/performance-benchmarking.html,/ai-solutioning-index.html;/build-story-evidence.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/platform-architecture.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/platform-architecture.html,/shared-nav.html;/sitemap.xml,Unauthorized
internal,/race-track-fhir-evidence.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/race-track-fhir-evidence.html,/build-story-evidence.html;/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html;/sitemap.xml,Unauthorized
internal,/race-track-fhir-pipeline,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/race-track-fhir-pipeline,/ai-solutioning-index.html;/platform-architecture.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/race-track-fhir-pipeline-print.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/race-track-fhir-pipeline-print.html,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html;/sitemap.xml,Unauthorized
internal,/race-track-fhir-pipeline?ab=a,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/race-track-fhir-pipeline?ab=a,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,Unauthorized
internal,/race-track-fhir-pipeline?ab=b,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/race-track-fhir-pipeline?ab=b,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,Unauthorized
internal,/sales-narrative.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/sales-narrative.html,/ai-solutioning-index.html;/sitemap.xml,Unauthorized
internal,/sitemap.xml,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/sitemap.xml,/seed,Unauthorized
internal,/spec-driven-development-analysis.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/spec-driven-development-analysis.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/speech-final.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/speech-final.html,/ai-solutioning-index.html;/cms-vision.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/traditional-vs-ai-solutioning-comparison.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/traditional-vs-ai-solutioning-comparison.html,/ai-solutioning-index.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/validation-report.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/validation-report.html,/ai-solutioning-index.html;/build-story-evidence.html;/cms-vision.html;/shared-nav.html;/sitemap.xml,Unauthorized
internal,/vision-deck.html,401,https://web-au6r5ywn9-mahooosuc-solutions.vercel.app/vision-deck.html,/platform-architecture.html;/shared-nav.html;/sitemap.xml,Unauthorized
external,https://fonts.googleapis.com,404,https://fonts.googleapis.com,/ai-native-vs-non-ai-native-comparison.html;/ai-solutioning-index.html;/ai-solutioning-journey.html;/ai-solutioning-metrics.html;/architecture-evolution-timeline.html;/executive-summary.html;/java-rebuild-deep-dive.html;/performance-benchmarking.html;/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html;/spec-driven-development-analysis.html;/traditional-vs-ai-solutioning-comparison.html,Not Found
external,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;500;600;700;800&display=swap,200,https://fonts.googleapis.com/css2?family=Inter:wght@300;400;500;600;700;800&display=swap,/ai-native-vs-non-ai-native-comparison.html;/ai-solutioning-index.html;/ai-solutioning-journey.html;/ai-solutioning-metrics.html;/architecture-evolution-timeline.html;/executive-summary.html;/java-rebuild-deep-dive.html;/performance-benchmarking.html;/spec-driven-development-analysis.html;/traditional-vs-ai-solutioning-comparison.html,
external,https://fonts.googleapis.com/css2?family=Space+Grotesk:wght@500;700&family=Source+Sans+3:wght@400;600;700&display=swap,200,https://fonts.googleapis.com/css2?family=Space+Grotesk:wght@500;700&family=Source+Sans+3:wght@400;600;700&display=swap,/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html,
external,https://fonts.gstatic.com,404,https://fonts.gstatic.com,/ai-native-vs-non-ai-native-comparison.html;/ai-solutioning-index.html;/ai-solutioning-journey.html;/ai-solutioning-metrics.html;/architecture-evolution-timeline.html;/executive-summary.html;/java-rebuild-deep-dive.html;/performance-benchmarking.html;/race-track-fhir-pipeline-b.html;/race-track-fhir-pipeline.html;/spec-driven-development-analysis.html;/traditional-vs-ai-solutioning-comparison.html,Not Found
external,https://github.com/webemo-aaron/hdim/issues/466,404,https://github.com/webemo-aaron/hdim/issues/466,/race-track-fhir-evidence.html,Not Found
external,https://github.com/webemo-aaron/hdim/issues/467,404,https://github.com/webemo-aaron/hdim/issues/467,/race-track-fhir-evidence.html,Not Found
external,https://github.com/webemo-aaron/hdim/issues/468,404,https://github.com/webemo-aaron/hdim/issues/468,/race-track-fhir-evidence.html,Not Found
external,https://github.com/webemo-aaron/hdim/issues/474,404,https://github.com/webemo-aaron/hdim/issues/474,/race-track-fhir-evidence.html,Not Found
external,https://github.com/webemo-aaron/hdim/issues/476,404,https://github.com/webemo-aaron/hdim/issues/476,/race-track-fhir-evidence.html,Not Found
external,https://github.com/webemo-aaron/hdim/pull/477,404,https://github.com/webemo-aaron/hdim/pull/477,/race-track-fhir-evidence.html,Not Found
external,https://web-gamma-snowy-38.vercel.app/ai-solutioning-whitepaper.html,200,https://web-gamma-snowy-38.vercel.app/ai-solutioning-whitepaper.html,/ai-solutioning-whitepaper.html,
external,https://web-gamma-snowy-38.vercel.app/blog-post-ai-solutioning.html,200,https://web-gamma-snowy-38.vercel.app/blog-post-ai-solutioning.html,/blog-post-ai-solutioning.html,
external,https://web-gamma-snowy-38.vercel.app/evidence/portal-link-audit-web-gamma-snowy-38-vercel-app-20260222T154550Z.csv,200,https://web-gamma-snowy-38.vercel.app/evidence/portal-link-audit-web-gamma-snowy-38-vercel-app-20260222T154550Z.csv,/race-track-fhir-evidence.html,
external,https://web-gamma-snowy-38.vercel.app/evidence/portal-link-audit-web-gamma-snowy-38-vercel-app-20260222T154550Z.md,200,https://web-gamma-snowy-38.vercel.app/evidence/portal-link-audit-web-gamma-snowy-38-vercel-app-20260222T154550Z.md,/race-track-fhir-evidence.html,
external,https://web-gamma-snowy-38.vercel.app/kill-tony-vision-deck.html,200,https://web-gamma-snowy-38.vercel.app/kill-tony-vision-deck.html,/kill-tony-vision-deck.html,
external,https://web-gamma-snowy-38.vercel.app/origin-story.html,200,https://web-gamma-snowy-38.vercel.app/origin-story.html,/origin-story.html,
external,https://web-gamma-snowy-38.vercel.app/sales-narrative.html,200,https://web-gamma-snowy-38.vercel.app/sales-narrative.html,/sales-narrative.html,
external,https://web-gamma-snowy-38.vercel.app/speech-final.html,200,https://web-gamma-snowy-38.vercel.app/speech-final.html,/speech-final.html,
external,https://web-gamma-snowy-38.vercel.app/validation-report.html,200,https://web-gamma-snowy-38.vercel.app/validation-report.html,/validation-report.html,
